,max_depth,max_features,max_leaf_nodes,n_estimators,oob_score,fit_time,target
1009,9.0,sqrt,256.0,10,False,0.00995650291442871,-0.018078344762536457
241,3.0,sqrt,256.0,10,False,0.0075091361999511715,-0.01807454799246044
189,3.0,log2,,50,False,0.03874452114105224,-0.01807156589870546
185,3.0,log2,,10,False,0.007514071464538574,-0.018060421427913424
1032,10.0,log2,8.0,10,True,0.00861685276031494,-0.01804248382256659
457,5.0,sqrt,8.0,10,False,0.007553195953369141,-0.018019933188565592
168,3.0,log2,128.0,10,True,0.008714056015014649,-0.01800558440845215
235,3.0,sqrt,128.0,25,False,0.019736576080322265,-0.017986942656597966
178,3.0,log2,256.0,25,True,0.021289420127868653,-0.017958169877095767
304,4.0,log2,256.0,10,True,0.00902860164642334,-0.01794344312795109
242,3.0,sqrt,256.0,25,True,0.020866203308105468,-0.017939357879926565
45,2.0,log2,128.0,50,False,0.03785939216613769,-0.017925744299316836
361,4.0,sqrt,128.0,10,False,0.008507800102233887,-0.017907292811117772
213,3.0,sqrt,16.0,50,False,0.03858175277709961,-0.017905274547119553
49,2.0,log2,256.0,10,False,0.008176708221435547,-0.0179034059872155
648,7.0,log2,8.0,10,True,0.008802556991577148,-0.017884604933720235
585,6.0,sqrt,8.0,10,False,0.00846693515777588,-0.017854239174714036
234,3.0,sqrt,128.0,25,True,0.021240925788879393,-0.0178284763188777
665,7.0,log2,32.0,10,False,0.007875347137451172,-0.017812677709458363
714,7.0,sqrt,8.0,25,True,0.02078733444213867,-0.017791462886738604
433,5.0,log2,256.0,10,False,0.007848215103149415,-0.01778344490279031
244,3.0,sqrt,256.0,50,True,0.04224092960357666,-0.017782067785412234
138,3.0,log2,8.0,25,True,0.021844005584716795,-0.01777906750045888
379,4.0,sqrt,,25,False,0.02107980251312256,-0.017777546397881854
144,3.0,log2,16.0,10,True,0.009094715118408203,-0.01775831857483008
312,4.0,log2,,10,True,0.00868816375732422,-0.01775618308314975
148,3.0,log2,16.0,50,True,0.042014551162719724,-0.01774918475156336
512,6.0,log2,4.0,10,True,0.008178377151489257,-0.01774388329485546
1160,,log2,8.0,10,True,0.008963894844055176,-0.01774385056436788
214,3.0,sqrt,16.0,100,True,0.08122353553771973,-0.01772597696068269
1025,10.0,log2,4.0,10,False,0.0093231201171875,-0.017725320091633096
223,3.0,sqrt,32.0,100,False,0.07564544677734375,-0.017722218122705087
817,8.0,log2,256.0,10,False,0.009482717514038086,-0.017702679016106358
649,7.0,log2,8.0,10,False,0.007395482063293457,-0.017688540551994245
142,3.0,log2,8.0,100,True,0.07906513214111328,-0.017680949351827062
41,2.0,log2,128.0,10,False,0.008268523216247558,-0.01768030314725017
969,9.0,sqrt,8.0,10,False,0.007843756675720214,-0.0176699649939356
231,3.0,sqrt,64.0,100,False,0.07600901126861573,-0.017668710330097006
266,4.0,log2,8.0,25,True,0.02150111198425293,-0.017642422820641622
167,3.0,log2,64.0,100,False,0.07591612339019775,-0.01763963811197691
593,6.0,sqrt,16.0,10,False,0.00807018280029297,-0.01763078242917097
225,3.0,sqrt,64.0,10,False,0.00789332389831543,-0.01761407041232423
330,4.0,sqrt,8.0,25,True,0.020636892318725585,-0.017606179168493986
208,3.0,sqrt,16.0,10,True,0.008764195442199706,-0.017601312439981573
1034,10.0,log2,8.0,25,True,0.02322409152984619,-0.01757330411672334
383,4.0,sqrt,,100,False,0.07691657543182373,-0.017562363459122057
162,3.0,log2,64.0,25,True,0.02326674461364746,-0.017558742453254863
212,3.0,sqrt,16.0,50,True,0.042104339599609374,-0.017556209433126403
857,8.0,sqrt,32.0,10,False,0.00969245433807373,-0.017553016696350798
238,3.0,sqrt,128.0,100,True,0.08108892440795898,-0.017534887480349832
172,3.0,log2,128.0,50,True,0.04141976833343506,-0.017534553652349513
721,7.0,sqrt,16.0,10,False,0.008057141304016113,-0.017531990259218772
289,4.0,log2,64.0,10,False,0.007759189605712891,-0.017526721849347785
506,5.0,sqrt,,25,True,0.022168684005737304,-0.01750912702338885
156,3.0,log2,32.0,50,True,0.041690993309021,-0.01750058391322102
472,5.0,sqrt,32.0,10,True,0.009060359001159668,-0.017489369416995183
378,4.0,sqrt,,25,True,0.021341419219970702,-0.017471342793229604
141,3.0,log2,8.0,50,False,0.038918495178222656,-0.017469657203827284
265,4.0,log2,8.0,10,False,0.00762937068939209,-0.017454471668303596
158,3.0,log2,32.0,100,True,0.08105568885803223,-0.01744307478365964
226,3.0,sqrt,64.0,25,True,0.0219557523727417,-0.017427856519040608
881,8.0,sqrt,256.0,10,False,0.010088324546813965,-0.017420226313015534
936,9.0,log2,128.0,10,True,0.009473371505737304,-0.01739996842362305
157,3.0,log2,32.0,50,False,0.03832063674926758,-0.0173785997474285
314,4.0,log2,,25,True,0.022620391845703126,-0.017352094806439598
394,5.0,log2,8.0,25,True,0.021729397773742675,-0.017348081134059574
459,5.0,sqrt,8.0,25,False,0.020867633819580077,-0.0173405984516905
182,3.0,log2,256.0,100,True,0.08172338008880616,-0.017338848685352386
243,3.0,sqrt,256.0,25,False,0.01981046199798584,-0.01731380287960829
215,3.0,sqrt,16.0,100,False,0.07755544185638427,-0.017309130801499404
183,3.0,log2,256.0,100,False,0.07721157073974609,-0.01728968711683676
489,5.0,sqrt,128.0,10,False,0.008055973052978515,-0.01723891283040536
140,3.0,log2,8.0,50,True,0.042738819122314455,-0.017219420789480903
232,3.0,sqrt,128.0,10,True,0.008775639533996581,-0.017218373913670246
136,3.0,log2,8.0,10,True,0.008883833885192871,-0.017213179249369326
944,9.0,log2,256.0,10,True,0.00982820987701416,-0.01721190047729141
149,3.0,log2,16.0,50,False,0.03879666328430176,-0.01720927778468043
1137,10.0,sqrt,256.0,10,False,0.009439730644226074,-0.017200108825602297
206,3.0,sqrt,8.0,100,True,0.08115308284759522,-0.017196038650964706
317,4.0,log2,,50,False,0.03868250846862793,-0.017191925019540654
713,7.0,sqrt,8.0,10,False,0.008016180992126466,-0.017177796440880373
381,4.0,sqrt,,50,False,0.038817310333251955,-0.017168533880953348
474,5.0,sqrt,32.0,25,True,0.022305679321289063,-0.01714031632596227
608,6.0,sqrt,64.0,10,True,0.009257650375366211,-0.017123594517662842
507,5.0,sqrt,,25,False,0.021070075035095216,-0.01710924084338336
905,9.0,log2,8.0,10,False,0.00800337791442871,-0.017105685438725694
227,3.0,sqrt,64.0,25,False,0.0195204496383667,-0.017075973585448764
338,4.0,sqrt,16.0,25,True,0.022291088104248048,-0.017075449459875006
319,4.0,log2,,100,False,0.07776029109954834,-0.017073381196544158
166,3.0,log2,64.0,100,True,0.08077003955841064,-0.017043356341335157
416,5.0,log2,64.0,10,True,0.008660316467285156,-0.01704168614743385
392,5.0,log2,8.0,10,True,0.010002660751342773,-0.017039496906802024
1257,,sqrt,128.0,10,False,0.009519386291503906,-0.01703713134381031
207,3.0,sqrt,8.0,100,False,0.07703163623809814,-0.017036391871399385
1169,,log2,16.0,10,False,0.00857250690460205,-0.017033539264916308
222,3.0,sqrt,32.0,100,True,0.08028137683868408,-0.01702855144858375
246,3.0,sqrt,256.0,100,True,0.0818603515625,-0.01702503258108838
220,3.0,sqrt,32.0,50,True,0.04181327819824219,-0.01700489989135697
228,3.0,sqrt,64.0,50,True,0.04130434989929199,-0.01699769481229264
889,8.0,sqrt,,10,False,0.008262348175048829,-0.01699390826910727
296,4.0,log2,128.0,10,True,0.008870434761047364,-0.016992952439195977
456,5.0,sqrt,8.0,10,True,0.008618927001953125,-0.01697900190509928
305,4.0,log2,256.0,10,False,0.00772097110748291,-0.01697065942219423
154,3.0,log2,32.0,25,True,0.021512222290039063,-0.016964321225975406
297,4.0,log2,128.0,10,False,0.007875418663024903,-0.0169603616092211
993,9.0,sqrt,64.0,10,False,0.009291911125183105,-0.01695868174159714
147,3.0,log2,16.0,25,False,0.019681668281555174,-0.01694770728417104
247,3.0,sqrt,256.0,100,False,0.07627158164978028,-0.016941210069757687
155,3.0,log2,32.0,25,False,0.020131540298461915,-0.016931463646562707
332,4.0,sqrt,8.0,50,True,0.04245736598968506,-0.0169200655523911
205,3.0,sqrt,8.0,50,False,0.03811085224151611,-0.016916868740537244
371,4.0,sqrt,256.0,25,False,0.02009291648864746,-0.016910019415751532
318,4.0,log2,,100,True,0.08181796073913575,-0.01690878573127528
170,3.0,log2,128.0,25,True,0.02188715934753418,-0.016907801522378866
840,8.0,sqrt,8.0,10,True,0.008729052543640137,-0.016901625144189754
481,5.0,sqrt,64.0,10,False,0.00791311264038086,-0.016898486761779425
229,3.0,sqrt,64.0,50,False,0.0389556884765625,-0.016891886659754527
904,9.0,log2,8.0,10,True,0.008821201324462891,-0.016889732808452452
333,4.0,sqrt,8.0,50,False,0.03917076587677002,-0.016878292904813186
1248,,sqrt,64.0,10,True,0.009409832954406738,-0.016872606374459587
269,4.0,log2,8.0,50,False,0.03783094882965088,-0.016869305472613883
586,6.0,sqrt,8.0,25,True,0.020903682708740233,-0.01686146565454573
650,7.0,log2,8.0,25,True,0.020743799209594727,-0.016846014799223544
146,3.0,log2,16.0,25,True,0.021273255348205566,-0.01683243332407385
239,3.0,sqrt,128.0,100,False,0.07605762481689453,-0.01683042796522101
173,3.0,log2,128.0,50,False,0.038774943351745604,-0.016816354065062673
245,3.0,sqrt,256.0,50,False,0.03829128742218017,-0.01680747592522941
825,8.0,log2,,10,False,0.009170985221862793,-0.01678770052187184
849,8.0,sqrt,16.0,10,False,0.009773516654968261,-0.01678671515076455
588,6.0,sqrt,8.0,50,True,0.041693902015686034,-0.01677730254403366
801,8.0,log2,64.0,10,False,0.008308649063110352,-0.016774040775230325
600,6.0,sqrt,32.0,10,True,0.009301114082336425,-0.016773939797619115
143,3.0,log2,8.0,100,False,0.0762782096862793,-0.016769351312546327
856,8.0,sqrt,32.0,10,True,0.008988738059997559,-0.01676552380148236
380,4.0,sqrt,,50,True,0.041505074501037596,-0.016758331170831083
1115,10.0,sqrt,32.0,25,False,0.02239985466003418,-0.01673377209634699
221,3.0,sqrt,32.0,50,False,0.03851664066314697,-0.01672344251506675
1161,,log2,8.0,10,False,0.008040308952331543,-0.016697458069791483
150,3.0,log2,16.0,100,True,0.08056354522705078,-0.016695542367429886
1035,10.0,log2,8.0,25,False,0.01927046775817871,-0.01669196325244656
545,6.0,log2,64.0,10,False,0.008184218406677246,-0.01668476937083994
165,3.0,log2,64.0,50,False,0.03840856552124024,-0.016682362097630153
180,3.0,log2,256.0,50,True,0.04316914081573486,-0.016676093082040367
427,5.0,log2,128.0,25,False,0.021109342575073242,-0.016667988150262342
1000,9.0,sqrt,128.0,10,True,0.009865570068359374,-0.01664402174079987
444,5.0,log2,,50,True,0.043184304237365724,-0.01663932666226637
785,8.0,log2,16.0,10,False,0.008182001113891602,-0.01663297382912841
395,5.0,log2,8.0,25,False,0.019331836700439455,-0.01663148188882567
1163,,log2,8.0,25,False,0.019087672233581543,-0.01662296616568802
370,4.0,sqrt,256.0,25,True,0.021247029304504395,-0.01661567905526622
159,3.0,log2,32.0,100,False,0.08084642887115479,-0.016607344521406116
218,3.0,sqrt,32.0,25,True,0.021939468383789063,-0.016598329037394072
217,3.0,sqrt,32.0,10,False,0.007808709144592285,-0.01656166245775574
171,3.0,log2,128.0,25,False,0.019570350646972656,-0.016552744666268205
601,6.0,sqrt,32.0,10,False,0.008348751068115234,-0.01652986563660696
441,5.0,log2,,10,False,0.007680296897888184,-0.01652092954281367
270,4.0,log2,8.0,100,True,0.07990396022796631,-0.01651198398624453
204,3.0,sqrt,8.0,50,True,0.041383981704711914,-0.016509058365932062
181,3.0,log2,256.0,50,False,0.03915548324584961,-0.016501724477131916
151,3.0,log2,16.0,100,False,0.07634148597717286,-0.016492358012931786
176,3.0,log2,256.0,10,True,0.008804059028625489,-0.016490840977829303
1048,10.0,log2,32.0,10,True,0.008854031562805176,-0.016482778825216742
968,9.0,sqrt,8.0,10,True,0.008804702758789062,-0.01647104000277543
310,4.0,log2,256.0,100,True,0.08202946186065674,-0.016462177460146443
352,4.0,sqrt,64.0,10,True,0.009062862396240235,-0.01646125041689603
175,3.0,log2,128.0,100,False,0.07494943141937256,-0.016460612265060136
716,7.0,sqrt,8.0,50,True,0.041862773895263675,-0.016446872014321812
179,3.0,log2,256.0,25,False,0.01987268924713135,-0.016436511960357284
473,5.0,sqrt,32.0,10,False,0.008264398574829102,-0.016428382329593007
164,3.0,log2,64.0,50,True,0.041628241539001465,-0.01640389114359699
847,8.0,sqrt,8.0,100,False,0.0760343074798584,-0.016400151082655634
298,4.0,log2,128.0,25,True,0.023531484603881835,-0.01639906693281112
552,6.0,log2,128.0,10,True,0.011077213287353515,-0.01639492729173567
1056,10.0,log2,64.0,10,True,0.009077358245849609,-0.016379403969975514
354,4.0,sqrt,64.0,25,True,0.022169828414916992,-0.016372393431587563
373,4.0,sqrt,256.0,50,False,0.03973720073699951,-0.016372254608824438
174,3.0,log2,128.0,100,True,0.08035941123962402,-0.016371194976422695
299,4.0,log2,128.0,25,False,0.02164895534515381,-0.016346499703385434
906,9.0,log2,8.0,25,True,0.021042895317077637,-0.016323159383863257
271,4.0,log2,8.0,100,False,0.07454757690429688,-0.016319711273348407
273,4.0,log2,16.0,10,False,0.008125734329223634,-0.01631123433846195
202,3.0,sqrt,8.0,25,True,0.021009016036987304,-0.016303829806202794
1256,,sqrt,128.0,10,True,0.009818768501281739,-0.016286247909982097
1224,,sqrt,8.0,10,True,0.008994412422180176,-0.016281677528324715
336,4.0,sqrt,16.0,10,True,0.010172200202941895,-0.016268684404008735
841,8.0,sqrt,8.0,10,False,0.008017730712890626,-0.016252200851601676
752,7.0,sqrt,256.0,10,True,0.009301996231079102,-0.01619713313630064
316,4.0,log2,,50,True,0.041856026649475096,-0.016177075817741405
230,3.0,sqrt,64.0,100,True,0.08186576366424561,-0.016154249104352498
520,6.0,log2,8.0,10,True,0.008858418464660645,-0.016146389304472222
616,6.0,sqrt,128.0,10,True,0.009300518035888671,-0.016139240419035875
210,3.0,sqrt,16.0,25,True,0.021131372451782225,-0.016136666285359876
1059,10.0,log2,64.0,25,False,0.02209479808807373,-0.016115597731495655
864,8.0,sqrt,64.0,10,True,0.009220767021179199,-0.016113657936978904
337,4.0,sqrt,16.0,10,False,0.007841205596923828,-0.01608637453582056
177,3.0,log2,256.0,10,False,0.007582354545593262,-0.016083210172012242
776,8.0,log2,8.0,10,True,0.008508706092834472,-0.016048568661292867
976,9.0,sqrt,16.0,10,True,0.0085343599319458,-0.01604278512549962
1037,10.0,log2,8.0,50,False,0.03848414421081543,-0.016040538873188726
219,3.0,sqrt,32.0,25,False,0.019782495498657227,-0.01603626257910828
1074,10.0,log2,256.0,25,True,0.023925399780273436,-0.016026846580843766
1226,,sqrt,8.0,25,True,0.02398815155029297,-0.015997203645754413
509,5.0,sqrt,,50,False,0.040093421936035156,-0.015993206705506996
737,7.0,sqrt,64.0,10,False,0.008234047889709472,-0.015989981571367905
587,6.0,sqrt,8.0,25,False,0.019083571434020997,-0.015984692800603835
382,4.0,sqrt,,100,True,0.08218834400177003,-0.01597263866351377
723,7.0,sqrt,16.0,25,False,0.01990795135498047,-0.015972452448696262
1184,,log2,64.0,10,True,0.009320831298828125,-0.015972254368124897
1259,,sqrt,128.0,25,False,0.0217972993850708,-0.01596500968001397
1100,10.0,sqrt,8.0,50,True,0.04157035350799561,-0.015956277964831702
496,5.0,sqrt,256.0,10,True,0.008750653266906739,-0.01594927104661868
466,5.0,sqrt,16.0,25,True,0.021339559555053712,-0.015946177847271557
1164,,log2,8.0,50,True,0.04083528518676758,-0.015944601236242927
1177,,log2,32.0,10,False,0.009749770164489746,-0.01593640600298208
720,7.0,sqrt,16.0,10,True,0.009118938446044922,-0.015933030791600782
573,6.0,log2,,50,False,0.042412638664245605,-0.015913012270878876
654,7.0,log2,8.0,100,True,0.08148138523101807,-0.015911680420980293
362,4.0,sqrt,128.0,25,True,0.02308650016784668,-0.01589916450643789
497,5.0,sqrt,256.0,10,False,0.008708906173706055,-0.015886616850974186
528,6.0,log2,16.0,10,True,0.008743572235107421,-0.015886521226171128
778,8.0,log2,8.0,25,True,0.02352015972137451,-0.01588194285257193
624,6.0,sqrt,256.0,10,True,0.009009742736816406,-0.01587094194008769
809,8.0,log2,128.0,10,False,0.008619070053100586,-0.01586673569657468
365,4.0,sqrt,128.0,50,False,0.03951232433319092,-0.015860038620672524
718,7.0,sqrt,8.0,100,True,0.08257119655609131,-0.015850583286453265
561,6.0,log2,256.0,10,False,0.008732485771179199,-0.01584447857591843
745,7.0,sqrt,128.0,10,False,0.008560109138488769,-0.0158323589508819
364,4.0,sqrt,128.0,50,True,0.04245471954345703,-0.015830563121917957
339,4.0,sqrt,16.0,25,False,0.019891858100891113,-0.015820505210938193
1113,10.0,sqrt,32.0,10,False,0.008100652694702148,-0.01581570986949631
992,9.0,sqrt,64.0,10,True,0.009067225456237792,-0.015814217656783817
342,4.0,sqrt,16.0,100,True,0.08137214183807373,-0.0158119619840473
1097,10.0,sqrt,8.0,10,False,0.007739639282226563,-0.01581074888436286
539,6.0,log2,32.0,25,False,0.020490002632141114,-0.01580957563119655
1168,,log2,16.0,10,True,0.008397579193115234,-0.015794878845732753
357,4.0,sqrt,64.0,50,False,0.03948421478271484,-0.01577716465280609
524,6.0,log2,8.0,50,True,0.04268691539764404,-0.01576066622882311
335,4.0,sqrt,8.0,100,False,0.0762556552886963,-0.015756121259886863
953,9.0,log2,,10,False,0.008744263648986816,-0.015748370371099836
784,8.0,log2,16.0,10,True,0.009095001220703124,-0.015742399157794268
1098,10.0,sqrt,8.0,25,True,0.020918107032775878,-0.01573281159812573
937,9.0,log2,128.0,10,False,0.00859057903289795,-0.015699544332660582
434,5.0,log2,256.0,25,True,0.022208380699157714,-0.015694885615350672
909,9.0,log2,8.0,50,False,0.03901505470275879,-0.015679105403839648
907,9.0,log2,8.0,25,False,0.019158649444580077,-0.015677742442344794
276,4.0,log2,16.0,50,True,0.04169638156890869,-0.015674477225861773
602,6.0,sqrt,32.0,25,True,0.02185490131378174,-0.01567447018652779
803,8.0,log2,64.0,25,False,0.02153019905090332,-0.015669738454472695
359,4.0,sqrt,64.0,100,False,0.07736918926239014,-0.01566454042558541
1235,,sqrt,16.0,25,False,0.019635486602783202,-0.015661597205616325
1081,10.0,log2,,10,False,0.009961652755737304,-0.015659581063477306
908,9.0,log2,8.0,50,True,0.04324219226837158,-0.015657422407160008
375,4.0,sqrt,256.0,100,False,0.07770860195159912,-0.0156567435112921
292,4.0,log2,64.0,50,True,0.04319295883178711,-0.015653953920842904
1043,10.0,log2,16.0,25,False,0.020137739181518555,-0.015646529080120607
1016,9.0,sqrt,,10,True,0.009217119216918946,-0.015632645419682106
350,4.0,sqrt,32.0,100,True,0.08152015209197998,-0.015625181704779254
282,4.0,log2,32.0,25,True,0.022325634956359863,-0.01561624017474044
525,6.0,log2,8.0,50,False,0.03854210376739502,-0.015612830996321922
746,7.0,sqrt,128.0,25,True,0.02381000518798828,-0.01560970393912857
347,4.0,sqrt,32.0,25,False,0.020987462997436524,-0.015606282062408518
313,4.0,log2,,10,False,0.007855916023254394,-0.015600536173280352
1200,,log2,256.0,10,True,0.010260367393493652,-0.015595662978545295
736,7.0,sqrt,64.0,10,True,0.009231662750244141,-0.015594034415598363
465,5.0,sqrt,16.0,10,False,0.008091068267822266,-0.01559378495969752
866,8.0,sqrt,64.0,25,True,0.02313807010650635,-0.0155923602842904
356,4.0,sqrt,64.0,50,True,0.04249444007873535,-0.015587450279620762
673,7.0,log2,64.0,10,False,0.008505129814147949,-0.01557683318385902
544,6.0,log2,64.0,10,True,0.009269499778747558,-0.015567545242455048
1228,,sqrt,8.0,50,True,0.04117648601531983,-0.015564798924959064
283,4.0,log2,32.0,25,False,0.02100675106048584,-0.015557663559754178
595,6.0,sqrt,16.0,25,False,0.019893789291381837,-0.015554125553864602
442,5.0,log2,,25,True,0.021606063842773436,-0.015549691603905898
1165,,log2,8.0,50,False,0.03828120231628418,-0.015542308422280266
334,4.0,sqrt,8.0,100,True,0.08131270408630371,-0.015535831142591756
303,4.0,log2,128.0,100,False,0.07774176597595214,-0.015532098543942734
1038,10.0,log2,8.0,100,True,0.07941687107086182,-0.015530481175410775
1231,,sqrt,8.0,100,False,0.0770308256149292,-0.015529872496617251
572,6.0,log2,,50,True,0.04467661380767822,-0.015520898379082312
971,9.0,sqrt,8.0,25,False,0.019269704818725586,-0.015505420369154605
424,5.0,log2,128.0,10,True,0.009469199180603027,-0.015504506080953467
398,5.0,log2,8.0,100,True,0.08289768695831298,-0.0155027778702909
300,4.0,log2,128.0,50,True,0.04329605102539062,-0.015501704167560183
288,4.0,log2,64.0,10,True,0.008817338943481445,-0.01549273241635326
346,4.0,sqrt,32.0,25,True,0.02303497791290283,-0.015489383362760713
476,5.0,sqrt,32.0,50,True,0.043963265419006345,-0.015487789122633494
1103,10.0,sqrt,8.0,100,False,0.07454500198364258,-0.015486938902135391
762,7.0,sqrt,,25,True,0.02295663356781006,-0.015485047699384358
277,4.0,log2,16.0,50,False,0.03891997337341309,-0.015472203176057485
462,5.0,sqrt,8.0,100,True,0.07939903736114502,-0.01546766474904634
589,6.0,sqrt,8.0,50,False,0.03810276985168457,-0.015467039980245824
467,5.0,sqrt,16.0,25,False,0.020147061347961424,-0.015462460289691487
1144,10.0,sqrt,,10,True,0.009627461433410645,-0.015447769838647986
267,4.0,log2,8.0,25,False,0.01941070556640625,-0.015441584308509969
460,5.0,sqrt,8.0,50,True,0.044646263122558594,-0.015438460496308275
590,6.0,sqrt,8.0,100,True,0.08070826530456543,-0.01543182796852136
399,5.0,log2,8.0,100,False,0.07474627494812011,-0.015428087341179467
274,4.0,log2,16.0,25,True,0.02158362865447998,-0.01541930396337057
423,5.0,log2,64.0,100,False,0.08022968769073487,-0.01541925213731202
408,5.0,log2,32.0,10,True,0.008868098258972168,-0.015416327746660243
584,6.0,sqrt,8.0,10,True,0.008930468559265136,-0.01541590240642832
268,4.0,log2,8.0,50,True,0.04122076034545898,-0.015415741952201899
358,4.0,sqrt,64.0,100,True,0.08324208259582519,-0.015412902269745156
920,9.0,log2,32.0,10,True,0.008830547332763672,-0.015402267037375468
865,8.0,sqrt,64.0,10,False,0.009371662139892578,-0.015392337301585051
446,5.0,log2,,100,True,0.08300244808197021,-0.015390176494901835
753,7.0,sqrt,256.0,10,False,0.008524346351623534,-0.015369057507148752
284,4.0,log2,32.0,50,True,0.04373745918273926,-0.015367029978825284
1230,,sqrt,8.0,100,True,0.08068239688873291,-0.015366046314843278
610,6.0,sqrt,64.0,25,True,0.023207592964172363,-0.015351570701367789
617,6.0,sqrt,128.0,10,False,0.008501911163330078,-0.015328862400622097
278,4.0,log2,16.0,100,True,0.08286714553833008,-0.01532839936361823
405,5.0,log2,16.0,50,False,0.04281642436981201,-0.015319666937430178
340,4.0,sqrt,16.0,50,True,0.04177284240722656,-0.015311723018363078
349,4.0,sqrt,32.0,50,False,0.04007906913757324,-0.015300197626304626
1041,10.0,log2,16.0,10,False,0.008537769317626953,-0.01529058397366695
1227,,sqrt,8.0,25,False,0.020581650733947753,-0.01528795500458969
293,4.0,log2,64.0,50,False,0.04086372852325439,-0.015280990614355096
1096,10.0,sqrt,8.0,10,True,0.008791279792785645,-0.015280205087644222
680,7.0,log2,128.0,10,True,0.009353351593017579,-0.015277772338439
